time,x_true,y_true,v_true,yaw_true,nkf_x,nkf_y,nkf_v,nkf_yaw,ekf_x,ekf_y,ekf_v,ekf_yaw,ukf_x,ukf_y,ukf_v,ukf_yaw,nkf_xy_error,nkf_v_error,nkf_yaw_error,ekf_xy_error,ekf_v_error,ekf_yaw_error,ukf_xy_error,ukf_v_error,ukf_yaw_error
5.4,9.44707,14.7363,3.14908,1.13882,9.57342,14.6669,3.13187,1.18309,9.56073,14.689,3.11773,1.18435,9.63815,14.6257,3.14412,1.17981,0.14413,0.0172097,0.0442703,0.123074,0.0313472,0.0455328,0.220789,0.00495298,0.0409902
5.5,9.57891,15.0222,3.13404,1.1594,9.47589,15.0545,3.04259,1.23815,9.463,15.0753,3.02331,1.2393,9.54432,15.0153,3.07087,1.23498,0.107944,0.0914485,0.078758,0.127491,0.110734,0.0798984,0.0352618,0.0631744,0.0755874
5.6,9.70423,15.3095,3.31499,1.1496,9.52359,15.3964,3.1063,1.24923,9.50232,15.4232,3.09498,1.25078,9.61151,15.343,3.11404,1.24523,0.200451,0.208682,0.0996343,0.23176,0.220003,0.10118,0.0986052,0.200944,0.0956346
5.7,9.83977,15.612,3.34553,1.1594,9.75106,15.6173,3.11754,1.21751,9.72736,15.646,3.10831,1.21908,9.84499,15.5589,3.11878,1.21352,0.0888661,0.227991,0.0581101,0.117419,0.237222,0.059672,0.0533816,0.226751,0.054113
5.8,9.97355,15.9187,3.29047,1.17666,9.87422,15.9391,3.23568,1.22737,9.85684,15.9649,3.23386,1.22834,9.95242,15.8868,3.21367,1.22498,0.101408,0.054793,0.0507096,0.125523,0.0566065,0.0516849,0.0382171,0.0767942,0.0483197
5.9,10.0999,16.2225,3.1206,1.18533,9.94092,16.3316,3.43064,1.25476,9.9365,16.3508,3.4377,1.25478,9.99271,16.2907,3.37977,1.25463,0.192818,0.310043,0.0694313,0.207802,0.317099,0.0694477,0.127047,0.259173,0.0693013
6,10.2172,16.5116,3.15449,1.1985,10.0299,16.6357,3.34782,1.26615,10.0203,16.6565,3.34093,1.26682,10.0841,16.5975,3.3325,1.2651,0.224649,0.193327,0.0676462,0.244528,0.18644,0.0683219,0.15846,0.178014,0.0666031
6.1,10.332,16.8055,3.17785,1.20351,9.97049,17.0511,3.37191,1.31271,9.96187,17.0707,3.36355,1.31333,10.0224,17.0161,3.36108,1.31176,0.437048,0.194068,0.109192,0.455343,0.185709,0.109816,0.374436,0.183234,0.108252
6.2,10.4461,17.1021,3.08638,1.21161,10.1173,17.2783,3.20045,1.32412,10.124,17.2867,3.17725,1.32442,10.1356,17.2703,3.23257,1.32351,0.373038,0.114065,0.112503,0.371301,0.0908672,0.112809,0.353175,0.146187,0.111897
6.3,10.5546,17.391,3.02759,1.25288,10.0832,17.685,3.31962,1.36156,10.1042,17.6861,3.30888,1.36058,10.0789,17.6877,3.32194,1.36345,0.555499,0.292027,0.108676,0.538463,0.281281,0.107702,0.560613,0.294349,0.110563
