time,x_true,y_true,yaw_true,hmkf_x,hmkf_y,hmkf_yaw,mkf_x,mkf_y,mkf_yaw,ekf_x,ekf_y,ekf_yaw,ukf_x,ukf_y,ukf_yaw,hmkf_xy_error,hmkf_yaw_error,mkf_xy_error,mkf_yaw_error,ekf_xy_error,ekf_yaw_error,ukf_xy_error,ukf_yaw_error
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,3.38617,5.38617,0.892202,3.4689,5.44345,0.859627,3.46885,5.44338,0.859629,3.4691,5.44474,0.857559,3.46862,5.44306,0.858048,0.100622,0.0325744,0.100539,0.0325724,0.101523,0.0346421,0.100168,0.0341537
1,3.84755,5.95836,0.94382,3.90148,5.95674,0.920471,3.90139,5.95662,0.920486,3.90434,5.95718,0.911483,3.90109,5.95421,0.90918,0.0539474,0.0233493,0.0538624,0.0233349,0.0567985,0.0323378,0.0537016,0.0346403
1.5,4.26006,6.52773,1.0395,4.28,6.45229,0.919703,4.27992,6.4522,0.919713,4.29069,6.44866,0.888622,4.28427,6.44638,0.914433,0.0780335,0.119796,0.078103,0.119786,0.0847945,0.150878,0.0848779,0.125066
2,4.618,7.13683,1.06367,4.6529,6.95412,0.946347,4.65274,6.95393,0.946354,4.68362,6.93778,0.913098,4.66019,6.94499,0.934144,0.186007,0.117321,0.186168,0.117314,0.209586,0.15057,0.196421,0.129524
2.5,4.94578,7.7268,1.0268,5.01926,7.45833,0.946059,5.01915,7.45822,0.946074,5.071,7.42909,0.882971,5.03077,7.446,0.938927,0.278345,0.0807445,0.278419,0.0807294,0.322973,0.143832,0.293384,0.0878763
3,5.25263,8.2341,0.927877,5.39828,7.97101,0.939925,5.39834,7.97125,0.939993,5.48142,7.92132,0.860986,5.41127,7.95824,0.938864,0.30071,0.0120485,0.300534,0.0121166,0.387523,0.0668911,0.318218,0.0109873
3.5,5.6456,8.75869,0.898387,5.77393,8.51478,0.965965,5.77337,8.5144,0.966085,5.90894,8.42931,0.897719,5.79153,8.49466,0.953255,0.275614,0.0675774,0.275683,0.0676976,0.421706,0.000668379,0.301675,0.0548675
4,5.97788,9.17604,0.965619,6.16387,9.07989,0.973618,6.16237,9.07871,0.973824,6.34017,8.96756,0.897731,6.18228,9.05474,0.962872,0.209371,0.00799924,0.208588,0.00820544,0.417989,0.0678876,0.237679,0.00274711
4.5,6.38503,9.7646,0.973701,6.52227,9.6014,0.976479,6.52012,9.59939,0.976621,6.74075,9.4625,0.87854,6.53948,9.57342,0.969385,0.213236,0.0027787,0.213412,0.00292,0.466693,0.0951611,0.245772,0.0043153
5,6.79088,10.3615,1.03114,6.88227,10.114,0.974169,6.87865,10.1097,0.974225,7.13938,9.95014,0.907367,6.88938,10.0853,0.973669,0.263878,0.0569698,0.266681,0.0569142,0.539167,0.123772,0.293253,0.0574699
5.5,7.09962,10.877,1.06264,7.23837,10.6336,0.97784,7.2344,10.6289,0.977886,7.54678,10.4378,0.800861,7.24317,10.6047,0.978091,0.28018,0.0847972,0.282365,0.0847504,0.626753,0.261776,0.307847,0.0845462
6,7.34439,11.3165,1.00224,7.56983,11.1009,0.975209,7.56418,11.0937,0.975339,7.94602,10.8552,0.845462,7.56916,11.0684,0.976405,0.31195,0.0270336,0.312946,0.0269027,0.758088,0.15678,0.334756,0.0258376
6.5,7.63074,11.7646,1.05209,7.97599,11.6535,0.969484,7.96767,11.6417,0.969365,8.39652,11.3763,0.891005,7.95501,11.6256,0.976876,0.362709,0.08261,0.358644,0.0827286,0.85863,0.161089,0.352845,0.0752175
7,7.92096,12.2731,1.04943,8.3604,12.1954,0.970798,8.34999,12.1806,0.970682,8.82472,11.8903,0.849158,8.32961,12.1682,0.978438,0.446247,0.0786318,0.438888,0.0787477,0.981458,0.200272,0.421884,0.0709918
7.5,8.18101,12.7258,1.10562,8.67955,12.6556,0.973909,8.66766,12.6399,0.97408,9.20299,12.3137,0.834991,8.64891,12.6248,0.979326,0.503457,0.131708,0.494183,0.131538,1.10196,0.270627,0.478686,0.126292
8,8.4097,13.1815,1.14083,9.01252,13.1425,0.978064,9.00008,13.1269,0.978366,9.61095,12.7526,0.799906,8.98113,13.1112,0.982621,0.604069,0.162765,0.592895,0.162463,1.27549,0.340923,0.575724,0.158208
8.5,8.63693,13.677,1.1962,9.29793,13.6109,0.990064,9.28538,13.5991,0.990944,10.0104,13.1468,0.757039,9.28186,13.5719,0.989307,0.664296,0.206139,0.653102,0.205259,1.47226,0.439164,0.653426,0.206896
9,8.87138,14.2733,1.1748,9.60087,14.1293,1.00385,9.58849,14.1206,1.005,10.4582,13.5649,0.747453,9.60231,14.0814,0.99783,0.743554,0.170946,0.733183,0.1698,1.73778,0.427343,0.75569,0.176967
9.5,9.13494,14.9037,1.17854,9.85052,14.6419,1.0258,9.83548,14.6382,1.02799,10.8882,13.9527,0.731358,9.89467,14.5672,1.00738,0.761971,0.152738,0.749154,0.15055,1.99458,0.447178,0.830912,0.171155
10,9.39609,15.5349,1.21707,10.0558,15.1794,1.05681,10.0354,15.1816,1.06045,11.322,14.3312,0.718013,10.172,15.0575,1.01895,0.749454,0.160269,0.730438,0.156626,2.27114,0.499062,0.911033,0.198125
10.5,9.5746,16.0184,1.21695,10.3145,15.7701,1.0782,10.2958,15.772,1.08102,11.8084,14.7598,0.725337,10.4796,15.617,1.03148,0.780482,0.13875,0.762124,0.135936,2.56395,0.491617,0.989966,0.185472
11,9.75338,16.5024,1.26961,10.5033,16.4111,1.11802,10.4837,16.4124,1.12097,12.2958,15.1911,0.714527,10.762,16.196,1.04891,0.755474,0.151595,0.735839,0.148637,2.8607,0.555083,1.05408,0.220699
11.5,9.90784,16.9996,1.28537,10.389,17.2387,1.25472,10.3747,17.2252,1.25655,12.7922,15.6034,0.63533,10.8205,16.9118,1.1193,0.53734,0.0306541,0.518483,0.0288246,3.20454,0.650044,0.916897,0.16607
12,10.1139,17.7017,1.3304,10.4839,17.7834,1.29625,10.4665,17.7683,1.2975,13.2366,15.9062,0.608066,10.8121,17.5267,1.18209,0.378972,0.0341459,0.358908,0.0328963,3.60207,0.722332,0.719842,0.148313
12.5,10.2398,18.2153,1.40806,10.5958,18.4022,1.36042,10.5805,18.3842,1.36081,13.7497,16.2478,0.548129,10.4265,18.4569,1.341,0.402122,0.0476338,0.380329,0.0472455,4.02372,0.859927,0.305369,0.0670563
13,10.3376,18.8112,1.36665,10.7219,19.0113,1.37441,10.7065,18.9938,1.37471,14.2842,16.5708,0.537451,10.4619,19.1178,1.37904,0.433245,0.00776163,0.411579,0.00806214,4.53818,0.829197,0.330814,0.0123894
13.5,10.4538,19.3723,1.39103,10.8341,19.6667,1.4267,10.8215,19.6482,1.42691,14.8539,16.9075,0.482716,10.4867,19.8203,1.44742,0.480952,0.0356719,0.459656,0.0358767,5.04345,0.908313,0.449112,0.0563875
14,10.5638,19.9779,1.383,10.9351,20.2607,1.38248,10.9209,20.2434,1.38263,15.3914,17.1937,0.533414,10.6012,20.4017,1.39677,0.466639,0.000518413,0.444958,0.000374597,5.57292,0.849588,0.425381,0.0137648
14.5,10.6611,20.4898,1.42487,11.0534,20.8441,1.37054,11.0374,20.8282,1.37079,15.9109,17.4963,0.545246,10.723,20.979,1.38392,0.528603,0.0543296,0.50606,0.0540837,6.04333,0.879623,0.493033,0.0409446
15,10.7435,21.0504,1.50713,11.1505,21.4666,1.51046,11.1348,21.4509,1.51099,16.4652,17.8007,0.390603,10.805,21.6064,1.52973,0.582061,0.00333172,0.559961,0.00386601,6.58019,1.11652,0.55936,0.0226037
15.5,10.7788,21.6038,1.48152,11.2026,22.1749,1.47091,11.1919,22.1572,1.47093,17.1009,18.0985,0.443058,10.8145,22.336,1.48704,0.711121,0.0106103,0.690639,0.0105922,7.22891,1.03847,0.733032,0.0055153
16,10.8276,22.1489,1.49853,11.267,22.7531,1.46215,11.2538,22.7371,1.4623,17.6376,18.3445,0.454037,10.8862,22.9049,1.47667,0.747083,0.0363807,0.72636,0.0362263,7.80064,1.04449,0.758186,0.0218562
16.5,10.8661,22.6809,1.46713,11.3462,23.3887,1.41505,11.3339,23.3727,1.41513,18.2089,18.6361,0.501999,10.9502,23.5452,1.42933,0.855265,0.0520827,0.835062,0.0520088,8.38323,0.965136,0.868314,0.0378039
17,10.9248,23.2452,1.46823,11.4393,23.9666,1.42976,11.4246,23.952,1.43001,18.7325,18.9121,0.484273,11.0489,24.1161,1.44411,0.886027,0.0384737,0.865581,0.0382181,8.92953,0.983957,0.879681,0.0241238
17.5,10.9867,23.8462,1.49134,11.5158,24.5357,1.4807,11.4981,24.5227,1.48116,19.2561,19.1667,0.430025,11.1342,24.6764,1.49549,0.869109,0.0106372,0.848033,0.0101777,9.50172,1.06131,0.84316,0.00415546
18,11.0326,24.4235,1.45803,11.5774,25.1468,1.45404,11.5588,25.1344,1.45445,19.8165,19.4267,0.460048,11.1904,25.2866,1.46737,0.905476,0.00398315,0.884447,0.00357304,10.1057,0.997979,0.877392,0.00933892
18.5,11.0989,25.0092,1.50021,11.6383,25.7652,1.5155,11.6194,25.7532,1.51602,20.3818,19.6921,0.392343,11.2425,25.906,1.53195,0.928643,0.0152937,0.90796,0.0158103,10.6978,1.10786,0.908165,0.0317459
19,11.1511,25.7474,1.5187,11.677,26.3678,1.49861,11.6567,26.3566,1.4991,20.9447,19.924,0.414222,11.2786,26.5055,1.51245,0.813217,0.0200896,0.791606,0.0195964,11.3941,1.10448,0.768738,0.00624935
19.5,11.1833,26.3634,1.47351,11.728,27.0151,1.47796,11.7087,27.0037,1.47838,21.5362,20.1928,0.434741,11.3123,27.1579,1.49235,0.849314,0.00445038,0.828269,0.00487164,12.0524,1.03877,0.804846,0.0188393
20,11.2465,27.0118,1.4299,11.7978,27.6315,1.43208,11.7781,27.6206,1.43247,22.0987,20.4625,0.483014,11.3755,27.7742,1.44508,0.829401,0.00218491,0.808143,0.00257878,12.6752,0.946882,0.773182,0.0151807
20.5,11.336,27.6427,1.41944,11.8711,28.3103,1.50018,11.8543,28.2985,1.50063,22.7056,20.771,0.401343,11.4184,28.4644,1.51882,0.85553,0.0807468,0.835776,0.0811894,13.2849,1.01809,0.825749,0.0993853
21,11.4216,28.2035,1.49604,11.9266,28.924,1.46172,11.9092,28.9126,1.46209,23.2738,21.0198,0.449021,11.4674,29.0771,1.47654,0.879861,0.0343205,0.860539,0.0339539,13.8594,1.04702,0.874761,0.0194981
21.5,11.4714,28.8685,1.47164,12.0034,29.6188,1.43017,11.9897,29.6062,1.43038,23.8944,21.3357,0.479991,11.5085,29.7848,1.44772,0.919793,0.0414735,0.901589,0.04126,14.5284,0.991652,0.917033,0.0239213
22,11.5254,29.4119,1.48178,12.088,30.2564,1.44504,12.0752,30.2437,1.44527,24.4672,21.6315,0.462727,11.5747,30.4272,1.46263,1.01471,0.0367315,0.997032,0.0365033,15.1004,1.01905,1.01644,0.0191509
22.5,11.5919,30.1563,1.52549,12.1476,30.8719,1.52228,12.1344,30.8595,1.52259,25.0301,21.8938,0.38219,11.6233,31.0435,1.53985,0.906002,0.003211,0.888112,0.00289751,15.7752,1.1433,0.887693,0.0143599
23,11.6197,30.7696,1.54567,12.1761,31.4694,1.53774,12.1613,31.4577,1.53806,25.5926,22.1123,0.372018,11.6502,31.6374,1.55415,0.894014,0.00793186,0.875724,0.00760905,16.4374,1.17365,0.868328,0.00848398
23.5,11.6323,31.2731,1.58341,12.1973,32.0324,1.54772,12.1793,32.0221,1.54813,26.1298,22.3084,0.364654,11.6831,32.1917,1.56233,0.946443,0.0356888,0.927438,0.0352778,17.0453,1.21875,0.920045,0.0210752
24,11.6237,31.9585,1.61664,12.2093,32.6267,1.56989,12.1896,32.6172,1.57035,26.6939,22.5131,0.341269,11.6958,32.7822,1.58502,0.888494,0.0467484,0.868333,0.0462858,17.7856,1.27537,0.826775,0.031615
24.5,11.592,32.6482,1.59111,12.1944,33.3181,1.64775,12.1777,33.3076,1.64816,27.3438,22.7412,0.256497,11.6476,33.4823,1.66817,0.900846,0.0566431,0.881912,0.0570519,18.6082,1.33461,0.835877,0.0770649
25,11.5801,33.2352,1.6292,12.1565,33.9312,1.61487,12.1391,33.9211,1.61522,27.9411,22.9029,0.297288,11.6024,34.0928,1.63034,0.903695,0.0143283,0.884837,0.0139735,19.3503,1.33191,0.857934,0.00114636
25.5,11.5416,33.8946,1.71534,12.0913,34.6181,1.77423,12.077,34.607,1.77464,28.601,23.0864,0.126227,11.5025,34.788,1.79871,0.90862,0.058889,0.891162,0.0592965,20.1951,1.58911,0.894268,0.0833732
26,11.4465,34.5474,1.67583,11.9898,35.2501,1.67486,11.9761,35.2389,1.67507,29.2347,23.194,0.239307,11.384,35.4189,1.68843,0.88816,0.00097481,0.87097,0.000758824,21.1026,1.43653,0.873664,0.0125942
26.5,11.3934,35.0512,1.70348,11.9171,35.887,1.7066,11.9041,35.8758,1.70685,29.8587,23.3434,0.204202,11.2952,36.0573,1.72473,0.986329,0.00311918,0.969917,0.00337301,21.8641,1.49927,1.01085,0.0212496
27,11.3223,35.5842,1.689,11.8381,36.5146,1.68448,11.8253,36.5035,1.68469,30.4788,23.4785,0.229137,11.2023,36.6843,1.70073,1.06383,0.00452385,1.04788,0.00430755,22.661,1.45986,1.10658,0.0117322
27.5,11.2548,36.1522,1.66853,11.766,37.1364,1.69435,11.7532,37.1254,1.69458,31.0913,23.6193,0.218111,11.1191,37.3051,1.71163,1.10901,0.0258241,1.09332,0.0260579,23.464,1.45042,1.16081,0.0430999
28,11.1847,36.8675,1.69838,11.696,37.7061,1.69258,11.6805,37.6959,1.69288,31.6622,23.7339,0.222016,11.0572,37.8674,1.7083,0.982145,0.00579301,0.965477,0.00549532,24.3274,1.47636,1.00804,0.00992213
28.5,11.102,37.5126,1.71846,11.6345,38.1695,1.70732,11.6115,38.1616,1.70783,32.1451,23.8035,0.211354,11.0423,38.3124,1.71995,0.845641,0.0111331,0.825141,0.0106314,25.1147,1.5071,0.802018,0.00149329
