time,x_true,y_true,yaw_true,hmkf_x,hmkf_y,hmkf_yaw,mkf_x,mkf_y,mkf_yaw,ekf_x,ekf_y,ekf_yaw,ukf_x,ukf_y,ukf_yaw,hmkf_xy_error,hmkf_yaw_error,mkf_xy_error,mkf_yaw_error,ekf_xy_error,ekf_yaw_error,ukf_xy_error,ukf_yaw_error
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,3.4495,5.4495,0.789344,3.44177,5.43151,0.810403,3.44175,5.43149,0.810401,3.44115,5.43315,0.805433,3.44214,5.43156,0.810835,0.0195751,0.0210597,0.0195999,0.0210578,0.0183563,0.0160891,0.0193931,0.0214915
1,3.87714,5.88053,0.789953,3.87722,5.8904,0.815178,3.87721,5.89038,0.81518,3.88001,5.89071,0.804527,3.8773,5.89037,0.814724,0.00987428,0.0252249,0.0098545,0.0252267,0.0105836,0.0145735,0.00984776,0.0247714
1.5,4.3758,6.38375,0.846516,4.30646,6.35835,0.860725,4.30643,6.35831,0.860727,4.31674,6.3542,0.848934,4.30591,6.35818,0.857462,0.0738456,0.0142091,0.0738867,0.014212,0.0660427,0.00241836,0.0744217,0.0109466
2,4.76908,6.8283,0.810817,4.70286,6.81786,0.862655,4.70283,6.81782,0.862652,4.72068,6.80971,0.843249,4.70339,6.81722,0.863238,0.0670343,0.0518385,0.0670641,0.0518352,0.0518384,0.0324327,0.0666119,0.052421
2.5,5.20134,7.28312,0.848005,5.1124,7.29116,0.856257,5.11239,7.29114,0.856258,5.14059,7.27677,0.830896,5.11253,7.29084,0.860024,0.0893037,0.00825192,0.0893135,0.00825271,0.0610849,0.0171093,0.0891443,0.0120189
3,5.64206,7.78279,0.862786,5.49887,7.74553,0.87999,5.49886,7.74548,0.879978,5.54251,7.72081,0.853604,5.49595,7.74767,0.881515,0.147955,0.0172041,0.147983,0.0171925,0.117265,0.00918195,0.150271,0.0187296
3.5,5.97239,8.16865,0.843184,5.86444,8.19961,0.904996,5.86443,8.19949,0.904965,5.92487,8.16404,0.875549,5.85901,8.20344,0.903306,0.112297,0.0618121,0.112282,0.0617814,0.0477391,0.0323652,0.118598,0.0601223
4,6.39682,8.64521,0.850112,6.2514,8.68896,0.90516,6.25142,8.68887,0.905139,6.33011,8.64157,0.85079,6.24473,8.69314,0.908568,0.151867,0.0550483,0.151819,0.0550267,0.0668091,0.000678197,0.159464,0.0584562
4.5,6.77492,9.0757,0.800097,6.60837,9.15137,0.916241,6.60839,9.15115,0.916176,6.71663,9.08353,0.859215,6.5983,9.157,0.919706,0.182929,0.116144,0.182819,0.116079,0.0588151,0.0591185,0.194438,0.119609
5,7.20547,9.5191,0.850427,6.93191,9.58977,0.930798,6.93189,9.58911,0.930616,7.07203,9.50058,0.875015,6.91874,9.59509,0.932172,0.282542,0.0803715,0.282393,0.0801896,0.134721,0.0245879,0.296634,0.0817455
5.5,7.5711,9.93567,0.899204,7.27576,10.0642,0.941803,7.27531,10.0626,0.941636,7.4471,9.95479,0.891988,7.25986,10.0664,0.940892,0.322089,0.0425989,0.321893,0.0424316,0.125465,0.0072164,0.337581,0.0416873
6,7.92259,10.3779,0.895007,7.66898,10.5963,0.944359,7.66709,10.5931,0.944366,7.86396,10.4722,0.910087,7.64405,10.5971,0.946821,0.334698,0.0493514,0.334052,0.0493589,0.11106,0.0150797,0.354478,0.051814
6.5,8.25677,10.7947,0.92232,8.07262,11.1348,0.943273,8.06892,11.1293,0.943276,8.28199,11.003,0.909368,8.03484,11.136,0.949932,0.386772,0.0209526,0.383719,0.0209558,0.209821,0.0129521,0.407094,0.0276116
7,8.67769,11.3501,0.860694,8.47009,11.6656,0.943423,8.46464,11.6578,0.943413,8.7072,11.5164,0.82066,8.42082,11.6671,0.951743,0.377615,0.0827291,0.374186,0.0827192,0.168893,0.0400336,0.407941,0.0910487
7.5,9.03165,11.7619,0.834917,8.82248,12.1556,0.949267,8.81753,12.1484,0.949258,9.12829,11.9591,0.793797,8.7713,12.1586,0.956476,0.445871,0.11435,0.441882,0.114341,0.219662,0.0411198,0.474506,0.121559
8,9.49595,12.2746,0.872885,9.26151,12.7045,0.939076,9.25362,12.6929,0.938924,9.61283,12.4715,0.855851,9.18509,12.7155,0.954009,0.489697,0.066191,0.48346,0.0660392,0.22894,0.0170335,0.53945,0.0811239
8.5,9.85797,12.7062,0.918546,9.60636,13.1696,0.94186,9.59642,13.1557,0.941896,9.99593,12.9125,0.855598,9.52756,13.1753,0.952753,0.527245,0.0233135,0.520004,0.0233493,0.248183,0.0629482,0.573743,0.0342062
9,10.2894,13.2712,0.945971,10.0201,13.7017,0.9397,10.0076,13.6833,0.939544,10.4418,13.4227,0.855623,9.92567,13.7105,0.952167,0.507823,0.00627062,0.499353,0.00642727,0.214953,0.0903479,0.570367,0.00619593
9.5,10.5878,13.6848,0.915058,10.4667,14.265,0.936503,10.4504,14.2404,0.936181,10.9141,13.9671,0.874755,10.3533,14.2775,0.950442,0.592681,0.0214444,0.572284,0.0211223,0.431469,0.0403034,0.637316,0.0353839
10,10.9341,14.135,0.902962,10.8733,14.7911,0.937155,10.8535,14.7617,0.93694,11.3513,14.4735,0.833689,10.7486,14.8036,0.950136,0.658878,0.0341926,0.631879,0.0339778,0.537228,0.0692734,0.693824,0.0471734
10.5,11.3199,14.6242,0.946252,11.1899,15.2104,0.938997,11.1655,15.1787,0.939377,11.7066,14.8697,0.853627,11.0599,15.2181,0.950093,0.600519,0.00725507,0.575642,0.0068749,0.458065,0.0926248,0.648371,0.0038411
11,11.6369,15.0639,0.89517,11.5405,15.6544,0.937746,11.512,15.6183,0.938225,12.0794,15.3027,0.871645,11.3972,15.6622,0.949487,0.598279,0.0425756,0.568328,0.0430549,0.502882,0.0235255,0.644527,0.0543165
11.5,12.0884,15.6273,0.865489,11.8594,16.0805,0.940463,11.8268,16.0437,0.941468,12.4401,15.7069,0.76788,11.7087,16.087,0.951591,0.50776,0.0749735,0.491815,0.0759788,0.36054,0.0976099,0.596236,0.0861013
12,12.5217,16.1363,0.948887,12.2627,16.5604,0.935308,12.2283,16.5165,0.935529,12.8897,16.1505,0.809766,12.0892,16.5753,0.949781,0.496971,0.0135788,0.480303,0.0133579,0.368193,0.13912,0.616326,0.000894669
12.5,12.8712,16.6237,0.906358,12.6737,17.0504,0.931529,12.635,16.9984,0.931463,13.3284,16.6203,0.847935,12.4817,17.0684,0.946967,0.470121,0.0251711,0.442846,0.0251046,0.457234,0.0584227,0.591132,0.0406086
13,13.2126,17.0596,0.96061,13.0606,17.533,0.931681,13.0169,17.4753,0.931761,13.7451,17.0855,0.827044,12.8555,17.5515,0.946691,0.497141,0.0289289,0.459439,0.0288485,0.533176,0.133566,0.607808,0.0139188
13.5,13.5697,17.5704,0.95262,13.4702,18.0185,0.928899,13.4214,17.9523,0.928832,14.1743,17.5583,0.855992,13.2463,18.0398,0.944614,0.458948,0.0237209,0.409625,0.0237882,0.604671,0.0966285,0.570058,0.00800596
14,13.9042,18.0408,1.0158,13.82,18.4779,0.932275,13.7663,18.4109,0.932735,14.5841,17.9827,0.686242,13.5838,18.5021,0.94795,0.445145,0.0835201,0.394993,0.08306,0.682321,0.329554,0.561637,0.0678453
14.5,14.2064,18.5281,0.972369,14.2506,18.9542,0.926096,14.1935,18.8764,0.925927,15.0715,18.4037,0.771395,13.9884,18.9867,0.944097,0.428365,0.0462729,0.348535,0.0464424,0.874033,0.200974,0.507761,0.0282723
15,14.62,19.1347,0.985878,14.6149,19.4149,0.927926,14.5502,19.3338,0.928359,15.4994,18.8202,0.783588,14.3381,19.4481,0.945499,0.28023,0.0579524,0.210964,0.0575186,0.933998,0.20229,0.42146,0.040379
15.5,15.032,19.7569,1.01269,15.0899,19.9293,0.922294,15.0296,19.8335,0.921062,15.9954,19.3181,0.793646,14.7966,19.9711,0.940723,0.181828,0.0903979,0.0766108,0.0916293,1.05856,0.219046,0.318294,0.071969
16,15.3381,20.2473,1.05022,15.3969,20.3678,0.928629,15.3262,20.2769,0.928837,16.3929,19.7014,0.726241,15.085,20.4143,0.947636,0.134076,0.121589,0.0319213,0.121381,1.18767,0.323977,0.303251,0.102582
16.5,15.6567,20.8028,1.01025,15.7883,20.8546,0.93052,15.7201,20.7612,0.930325,16.8741,20.1258,0.711973,15.4663,20.9099,0.949809,0.141487,0.0797312,0.0759201,0.0799257,1.39307,0.298278,0.218449,0.0604424
17,15.9847,21.3254,1.08268,16.2196,21.3261,0.926314,16.1519,21.2257,0.92566,17.3622,20.5536,0.733733,15.8759,21.3949,0.947543,0.234897,0.156362,0.1947,0.157016,1.57895,0.348943,0.129103,0.135133
