time,x_true,y_true,yaw_true,hmkf_x,hmkf_y,hmkf_yaw,mkf_x,mkf_y,mkf_yaw,ekf_x,ekf_y,ekf_yaw,ukf_x,ukf_y,ukf_yaw,hmkf_xy_error,hmkf_yaw_error,mkf_xy_error,mkf_yaw_error,ekf_xy_error,ekf_yaw_error,ukf_xy_error,ukf_yaw_error
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,3.40816,5.40816,0.762558,3.43015,5.43549,0.77161,3.43016,5.43551,0.771609,3.42854,5.43748,0.763284,3.43044,5.43569,0.772426,0.0350773,0.00905142,0.0351012,0.00905019,0.0357098,0.000725665,0.0354155,0.00986719
1,3.83078,5.8119,0.756587,3.87502,5.86749,0.776898,3.87503,5.86751,0.776897,3.87817,5.86699,0.767507,3.87499,5.86807,0.777476,0.0710476,0.0203106,0.0710705,0.0203093,0.0726796,0.0109196,0.0714884,0.0208885
1.5,4.31439,6.26842,0.783931,4.31818,6.30061,0.774373,4.3182,6.30063,0.774372,4.32667,6.29732,0.762944,4.31804,6.30142,0.775118,0.0324116,0.00955782,0.032432,0.00955907,0.0313955,0.020987,0.0331981,0.00881286
2,4.75201,6.70476,0.75018,4.77011,6.73984,0.767946,4.77013,6.73986,0.767947,4.78477,6.73302,0.754565,4.76985,6.74056,0.768368,0.0394756,0.0177661,0.0395028,0.017767,0.0432707,0.00438488,0.040004,0.0181877
2.5,5.14578,7.07172,0.753176,5.18781,7.13871,0.772576,5.18784,7.13872,0.772568,5.20953,7.12772,0.758455,5.1875,7.14069,0.775845,0.0790801,0.0194002,0.079102,0.0193918,0.0848498,0.00527856,0.0806093,0.0226691
3,5.51587,7.4187,0.726256,5.62591,7.55244,0.742307,5.62595,7.55245,0.742301,5.65376,7.53805,0.725113,5.62546,7.55523,0.747414,0.173194,0.0160517,0.173227,0.0160451,0.182368,0.00114208,0.175082,0.0211585
3.5,6.03591,7.8806,0.689743,6.09362,7.96731,0.705093,6.09367,7.96732,0.70509,6.12798,7.94876,0.688294,6.09335,7.96989,0.708343,0.104163,0.0153497,0.104197,0.0153471,0.114554,0.0014484,0.106173,0.0185998
4,6.42777,8.20385,0.612095,6.53645,8.31851,0.652167,6.53651,8.31848,0.652157,6.57568,8.29721,0.63585,6.53817,8.3204,0.657309,0.157973,0.0400723,0.158001,0.0400617,0.174904,0.0237547,0.160536,0.0452138
4.5,7.00885,8.61179,0.533693,7.05521,8.69286,0.575285,7.05526,8.69283,0.575282,7.09866,8.66874,0.560701,7.05871,8.69196,0.573794,0.0933911,0.0415925,0.09339,0.0415896,0.106346,0.0270085,0.0944175,0.040101
5,7.45067,8.87285,0.514413,7.58112,9.01501,0.516375,7.58116,9.01496,0.51637,7.62884,8.98759,0.503275,7.58655,9.01129,0.514145,0.192941,0.00196219,0.192938,0.00195703,0.211922,0.0111382,0.193979,0.000267908
5.5,7.92113,9.13874,0.525199,8.14277,9.34002,0.522428,8.14281,9.33999,0.522424,8.19638,9.30687,0.511627,8.14838,9.33514,0.520951,0.29939,0.0027714,0.299395,0.0027751,0.322528,0.0135726,0.300352,0.00424814
6,8.37778,9.40337,0.56816,8.69558,9.67361,0.572084,8.69562,9.67358,0.572081,8.7554,9.6345,0.562238,8.70125,9.66802,0.5718,0.41717,0.0039239,0.417176,0.00392065,0.442742,0.00592259,0.417939,0.00363902
6.5,8.8114,9.68018,0.501602,9.21821,9.98326,0.481504,9.21826,9.98323,0.4815,9.28156,9.94232,0.465048,9.22433,9.97783,0.480639,0.507301,0.0200981,0.507326,0.0201022,0.538305,0.0365546,0.509031,0.0209635
