time,x_true,y_true,yaw_true,hmkf_x,hmkf_y,hmkf_yaw,mkf_x,mkf_y,mkf_yaw,ekf_x,ekf_y,ekf_yaw,ukf_x,ukf_y,ukf_yaw,hmkf_xy_error,hmkf_yaw_error,mkf_xy_error,mkf_yaw_error,ekf_xy_error,ekf_yaw_error,ukf_xy_error,ukf_yaw_error
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,3.44626,5.44626,0.817269,3.43727,5.43764,0.786462,3.43728,5.43764,0.786462,3.43596,5.43951,0.779128,3.43743,5.43773,0.786802,0.0124484,0.0308069,0.0124434,0.0308074,0.012312,0.038141,0.0122723,0.0304677
1,3.89422,5.92372,0.868258,3.85812,5.85891,0.830767,3.85811,5.8589,0.830759,3.86152,5.85848,0.823281,3.85808,5.86005,0.832286,0.0741914,0.0374907,0.0742055,0.0374985,0.0729766,0.0449767,0.0732145,0.035972
1.5,4.25293,6.34741,0.869027,4.2772,6.32497,0.861269,4.27718,6.32494,0.861265,4.28636,6.32166,0.849544,4.2762,6.32647,0.859835,0.0330568,0.0077579,0.0330664,0.00776175,0.0422009,0.0194828,0.0313079,0.00919135
2,4.64627,6.81273,0.937214,4.66547,6.79138,0.906808,4.66542,6.7913,0.906798,4.68376,6.7829,0.892717,4.66443,6.79256,0.900335,0.0287145,0.0304067,0.0287454,0.0304164,0.0479094,0.0444973,0.0271419,0.0368794
2.5,5.04996,7.36225,0.920063,5.06788,7.29738,0.896133,5.06788,7.29737,0.896142,5.09727,7.28236,0.850968,5.06877,7.29675,0.897172,0.0672994,0.0239302,0.0673157,0.0239214,0.0928478,0.0690957,0.0681478,0.0228913
3,5.39178,7.81122,0.892626,5.43863,7.77519,0.922014,5.43856,7.77507,0.922002,5.49457,7.7417,0.879803,5.43905,7.77402,0.916634,0.059098,0.0293882,0.059117,0.029376,0.124088,0.0128236,0.0601462,0.0240073
3.5,5.73907,8.24228,0.852869,5.82299,8.26124,0.901856,5.82314,8.2614,0.901856,5.89923,8.21457,0.825845,5.82178,8.26226,0.912577,0.086033,0.0489873,0.0862162,0.0489876,0.162545,0.0270234,0.0850967,0.0597082
4,6.21807,8.79071,0.84603,6.23561,8.76504,0.890826,6.23584,8.76543,0.890892,6.34275,8.69599,0.828348,6.22645,8.77246,0.909652,0.0310884,0.0447954,0.0308989,0.0448622,0.156584,0.0176827,0.0200867,0.0636222
4.5,6.60054,9.22263,0.751877,6.84032,9.17196,0.62675,6.84194,9.17464,0.627149,6.85092,9.17785,0.56018,6.77365,9.24801,0.796979,0.245072,0.125127,0.246119,0.124728,0.25435,0.191697,0.174956,0.0451022
