time,x_true,y_true,yaw_true,hmkf_x,hmkf_y,hmkf_yaw,mkf_x,mkf_y,mkf_yaw,ekf_x,ekf_y,ekf_yaw,ukf_x,ukf_y,ukf_yaw,hmkf_xy_error,hmkf_yaw_error,mkf_xy_error,mkf_yaw_error,ekf_xy_error,ekf_yaw_error,ukf_xy_error,ukf_yaw_error
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,3.36142,5.36142,0.762792,3.42689,5.43301,0.767735,3.4269,5.43303,0.767733,3.42526,5.43501,0.759304,3.4273,5.43326,0.768847,0.097008,0.00494331,0.0970367,0.00494135,0.0974252,0.00348795,0.0974735,0.00605579
1,3.8861,5.8629,0.846218,3.85984,5.84808,0.788514,3.85985,5.84809,0.788508,3.86314,5.8475,0.77989,3.85991,5.84945,0.790581,0.0301547,0.0577038,0.030134,0.0577105,0.0276471,0.0663286,0.0294378,0.0556374
1.5,4.32851,6.36268,0.866461,4.28726,6.28952,0.843041,4.28727,6.28951,0.843033,4.29691,6.28538,0.83403,4.28583,6.29216,0.843379,0.0839927,0.0234203,0.0839954,0.0234281,0.083513,0.0324311,0.0824341,0.0230825
2,4.81384,6.93385,0.939066,4.7186,6.79193,0.8994,4.71857,6.79188,0.899403,4.73639,6.78303,0.886121,4.71654,6.79315,0.889703,0.170919,0.039666,0.170974,0.0396624,0.169544,0.0529445,0.17107,0.0493634
2.5,5.12799,7.36314,0.986477,5.09734,7.28137,0.933194,5.09724,7.28124,0.933191,5.12564,7.26668,0.914634,5.09985,7.27815,0.916288,0.0873213,0.0532837,0.0874774,0.053286,0.0964874,0.0718432,0.0895276,0.0701897
3,5.45634,7.85963,1.09434,5.48212,7.77296,0.895999,5.48256,7.77358,0.89602,5.54013,7.73749,0.690246,5.49082,7.76761,0.897576,0.0904188,0.198337,0.0899486,0.198316,0.148116,0.40409,0.0982609,0.19676
3.5,5.71439,8.3596,1.01134,5.86109,8.27183,0.92698,5.86126,8.27212,0.926987,6.01565,8.15197,0.787197,5.87272,8.26222,0.915969,0.170956,0.0843628,0.170952,0.0843557,0.365883,0.224146,0.185883,0.0953743
4,6.06964,8.92692,0.977751,6.22012,8.77065,0.947961,6.21995,8.77042,0.94793,6.44617,8.59628,0.841909,6.23629,8.75441,0.932608,0.216951,0.0297901,0.216995,0.0298201,0.5011,0.135842,0.239857,0.0451426
4.5,6.40104,9.41863,1.02498,6.60801,9.3077,0.95353,6.60688,9.30635,0.953581,6.88593,9.09671,0.880589,6.6233,9.28671,0.943689,0.234822,0.0714474,0.234474,0.071396,0.582023,0.144388,0.25846,0.081288
5,6.66675,9.85612,1.04472,6.94439,9.78095,0.955982,6.9428,9.77867,0.955958,7.25896,9.54712,0.868684,6.95891,9.75637,0.949546,0.287636,0.0887416,0.286707,0.0887655,0.667974,0.17604,0.308712,0.0951783
5.5,6.97966,10.395,1.05135,7.27778,10.2536,0.959389,7.276,10.2508,0.959352,7.64032,9.98882,0.830583,7.2935,10.2253,0.953523,0.329968,0.0919575,0.329574,0.0919945,0.775537,0.220764,0.356772,0.0978232
6,7.25132,10.8701,1.07552,7.63221,10.7433,0.958275,7.62946,10.7391,0.95827,8.05055,10.4396,0.841176,7.64259,10.7134,0.956059,0.401441,0.117249,0.400197,0.117255,0.907791,0.234349,0.421459,0.119465
6.5,7.49591,11.3229,1.05928,8.01041,11.2457,0.952641,8.00561,11.2386,0.952634,8.46902,10.9142,0.87179,8.00672,11.2169,0.956176,0.52025,0.106639,0.516622,0.106646,1.05543,0.18749,0.521696,0.103104
7,7.81314,11.888,1.03544,8.38443,11.7534,0.9529,8.37793,11.7438,0.952875,8.88337,11.3958,0.839804,8.37224,11.7238,0.957423,0.586933,0.0825397,0.582918,0.0825648,1.17797,0.195636,0.582695,0.0780166
7.5,8.09428,12.362,0.982149,8.78444,12.2781,0.949401,8.77517,12.2641,0.949278,9.32299,11.8923,0.871701,8.75711,12.2497,0.956582,0.695245,0.0327479,0.687894,0.0328715,1.31544,0.110448,0.672277,0.0255677
8,8.41078,12.8361,0.955432,9.18029,12.81,0.950479,9.16938,12.793,0.950259,9.76887,12.3905,0.778443,9.14282,12.7833,0.958332,0.769955,0.00495368,0.759818,0.00517359,1.42931,0.17699,0.733938,0.0028995
8.5,8.78572,13.3664,0.913465,9.5818,13.342,0.95016,9.5693,13.3218,0.949837,10.2436,12.8669,0.805849,9.53195,13.3191,0.959529,0.796455,0.0366944,0.784855,0.0363716,1.54113,0.107617,0.747731,0.046063
9,9.23344,13.9465,0.964721,9.9715,13.8406,0.946727,9.95493,13.8155,0.946639,10.68,13.3307,0.844835,9.90879,13.8176,0.956546,0.745614,0.0179938,0.733295,0.0180819,1.57213,0.119886,0.687535,0.00817427
9.5,9.62458,14.5109,0.949475,10.3304,14.3144,0.947132,10.31,14.2855,0.947281,11.0782,13.7798,0.846605,10.26,14.289,0.955902,0.732631,0.00234323,0.721516,0.00219379,1.62709,0.10287,0.673038,0.0064264
10,9.95592,14.9737,0.925738,10.6678,14.7726,0.949761,10.6446,14.7426,0.950243,11.4708,14.2043,0.771717,10.5923,14.7465,0.957868,0.739754,0.0240226,0.726413,0.0245051,1.69905,0.154022,0.675699,0.0321298
10.5,10.2678,15.3882,0.952673,11.0461,15.2473,0.946488,11.0197,15.2123,0.946787,11.907,14.6349,0.80348,10.9547,15.2247,0.956499,0.79091,0.00618523,0.772191,0.00588682,1.804,0.149193,0.706054,0.00382615
11,10.5664,15.808,0.882424,11.4087,15.7587,0.95284,11.3846,15.7255,0.952965,12.3679,15.0815,0.689253,11.315,15.7418,0.962746,0.843755,0.070416,0.822368,0.0705403,1.94256,0.193171,0.75155,0.0803219
11.5,10.9091,16.2246,0.928996,11.8304,16.2412,0.94338,11.8034,16.2011,0.943203,12.856,15.5025,0.762152,11.7096,16.2358,0.957868,0.921491,0.0143844,0.894613,0.014207,2.07655,0.166844,0.800577,0.0288726
12,11.2966,16.7432,0.975887,12.1528,16.6636,0.944161,12.1149,16.6229,0.945445,13.2447,15.877,0.79313,12.025,16.6517,0.956714,0.859856,0.0317259,0.82703,0.030442,2.13201,0.182757,0.734101,0.0191735
12.5,11.7123,17.3575,0.967493,12.6161,17.1806,0.935295,12.5818,17.1237,0.934158,13.7271,16.3759,0.835569,12.4642,17.1768,0.950257,0.920996,0.032198,0.900392,0.0333349,2.24121,0.131924,0.77328,0.0172359
13,12.0145,17.7962,1.02049,12.9986,17.6709,0.936964,12.9547,17.609,0.936922,14.1484,16.8409,0.838191,12.8402,17.6611,0.949449,0.99202,0.0835218,0.958631,0.0835639,2.33795,0.182294,0.836624,0.071037
13.5,12.2988,18.2595,1.02433,13.3567,18.131,0.938164,13.3046,18.0656,0.938776,14.5505,17.275,0.788275,13.182,18.1224,0.951007,1.06571,0.0861662,1.02433,0.0855534,2.45753,0.236055,0.893789,0.0733227
14,12.6099,18.771,0.973134,13.7443,18.5923,0.935508,13.6857,18.5187,0.936031,14.9756,17.7094,0.819536,13.547,18.5876,0.949723,1.14836,0.0376258,1.10493,0.0371031,2.59297,0.153598,0.954837,0.0234109
14.5,12.9484,19.2682,0.954008,14.0757,19.0264,0.937128,14.0038,18.9511,0.938788,15.3529,18.1172,0.826292,13.8575,19.0218,0.951935,1.15302,0.0168793,1.10205,0.0152195,2.66583,0.127715,0.941908,0.00207281
15,13.3236,19.7974,0.996819,14.4701,19.4811,0.933469,14.394,19.3951,0.934368,15.7624,18.5652,0.840958,14.2272,19.4813,0.949747,1.18932,0.0633501,1.14345,0.0624505,2.73238,0.155861,0.957276,0.047072
15.5,13.6448,20.2942,0.979575,14.9351,19.9895,0.928829,14.8658,19.8871,0.927758,16.2494,19.0579,0.676494,14.68,19.9954,0.944904,1.32576,0.0507466,1.28706,0.0518171,2.88306,0.303081,1.07745,0.0346708
16,13.9469,20.7441,0.959262,15.396,20.4918,0.925034,15.3216,20.3762,0.924108,16.7665,19.5016,0.767998,15.1296,20.4972,0.939839,1.47092,0.0342272,1.42312,0.0351532,3.08128,0.191264,1.20825,0.0194227
16.5,14.3042,21.2536,1.06116,15.7496,20.9553,0.927986,15.6585,20.8364,0.928542,17.1886,19.9161,0.800394,15.4585,20.9619,0.943354,1.47593,0.133172,1.41716,0.132617,3.17946,0.260764,1.19059,0.117805
17,14.6652,21.8995,1.03978,16.0935,21.4106,0.930879,15.9921,21.2901,0.932115,17.6045,20.3269,0.733008,15.7789,21.4223,0.947487,1.50976,0.108897,1.46019,0.107661,3.33365,0.306768,1.21165,0.0922884
17.5,14.9798,22.4354,1.09877,16.4726,21.8749,0.931601,16.3692,21.7502,0.932585,18.0648,20.7352,0.715023,16.1393,21.895,0.949308,1.59449,0.167168,1.5491,0.166184,3.52247,0.383746,1.27914,0.149461
18,15.2925,23.0478,1.10405,16.7815,22.3036,0.934044,16.6551,22.1831,0.936987,18.4761,21.0896,0.733512,16.4151,22.327,0.953784,1.66461,0.170005,1.61385,0.167062,3.73764,0.370537,1.33408,0.150265
18.5,15.6217,23.7012,1.18038,17.0792,22.8682,0.953739,16.9649,22.7678,0.957365,19.0036,21.5092,0.495277,16.7534,22.8941,0.968478,1.67871,0.226638,1.63566,0.223012,4.03015,0.6851,1.39005,0.211899
19,15.8389,24.2288,1.06387,17.5221,23.2685,0.941277,17.4047,23.1612,0.94424,19.5269,21.8067,0.604174,17.1389,23.327,0.96331,1.93794,0.122594,1.89515,0.119631,4.41229,0.459697,1.58219,0.100561
