time,x_true,y_true,yaw_true,hmkf_x,hmkf_y,hmkf_yaw,mkf_x,mkf_y,mkf_yaw,ekf_x,ekf_y,ekf_yaw,ukf_x,ukf_y,ukf_yaw,hmkf_xy_error,hmkf_yaw_error,mkf_xy_error,mkf_yaw_error,ekf_xy_error,ekf_yaw_error,ukf_xy_error,ukf_yaw_error
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,3.35639,5.35639,0.757674,3.42435,5.46894,0.690957,3.42442,5.46904,0.690964,3.42006,5.4718,0.673647,3.42336,5.46912,0.690311,0.13147,0.0667169,0.131596,0.0667099,0.131805,0.0840268,0.131117,0.067363
1,3.8108,5.78627,0.795882,3.89811,5.86144,0.729294,3.89818,5.86154,0.729293,3.90243,5.85772,0.718865,3.89729,5.8621,0.730555,0.115211,0.0665876,0.115328,0.0665884,0.116198,0.0770172,0.115023,0.0653267
1.5,4.26962,6.25482,0.862405,4.35818,6.29246,0.81765,4.35824,6.29254,0.817646,4.36974,6.284,0.809879,4.35618,6.29386,0.818381,0.0962303,0.0447554,0.0963078,0.0447594,0.104283,0.0525262,0.0949577,0.0440244
2,4.60663,6.64819,0.887432,4.77158,6.74224,0.853142,4.77161,6.74229,0.853135,4.78929,6.73074,0.841399,4.76928,6.74383,0.851589,0.189873,0.0342904,0.189928,0.0342968,0.200441,0.0460328,0.188686,0.0358433
2.5,4.99303,7.12274,0.886223,5.18159,7.22473,0.892582,5.18159,7.22473,0.892579,5.20891,7.20758,0.875191,5.17986,7.22482,0.883534,0.214377,0.00635963,0.214376,0.00635668,0.231957,0.011032,0.212899,0.00268848
3,5.38446,7.60228,0.760974,5.57986,7.68293,0.821687,5.5801,7.68324,0.821692,5.61794,7.65926,0.739496,5.5781,7.68551,0.849787,0.211396,0.0607133,0.211734,0.0607176,0.240337,0.0214779,0.210778,0.0888136
3.5,5.85201,8.04754,0.730952,5.99247,8.10231,0.790581,5.99278,8.10265,0.790565,6.05613,8.0563,0.746958,5.98162,8.11519,0.821782,0.150757,0.0596287,0.151172,0.0596131,0.204308,0.0160056,0.146204,0.09083
4,6.35587,8.49931,0.755133,6.42835,8.52172,0.761689,6.42863,8.52199,0.761676,6.50457,8.46576,0.733085,6.41469,8.53871,0.786625,0.07586,0.00655589,0.0762118,0.00654294,0.152432,0.0220481,0.0707924,0.0314921
4.5,6.75788,8.87769,0.765263,6.87169,8.94234,0.76422,6.87198,8.94258,0.764207,6.96103,8.87617,0.738793,6.8524,8.96457,0.780027,0.130893,0.00104354,0.131262,0.00105651,0.203162,0.0264704,0.128387,0.014764
