time,x_true,y_true,yaw_true,hmkf_x,hmkf_y,hmkf_yaw,mkf_x,mkf_y,mkf_yaw,ekf_x,ekf_y,ekf_yaw,ukf_x,ukf_y,ukf_yaw,hmkf_xy_error,hmkf_yaw_error,mkf_xy_error,mkf_yaw_error,ekf_xy_error,ekf_yaw_error,ukf_xy_error,ukf_yaw_error
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,3.44427,5.44427,0.874803,3.48603,5.46112,0.870997,3.48597,5.46103,0.871004,3.48604,5.4624,0.868411,3.48494,5.46042,0.867616,0.0450322,0.0038057,0.0449465,0.00379879,0.0455386,0.00639166,0.0437602,0.00718707
1,3.87772,5.96308,0.774878,3.88582,5.92459,0.796663,3.88583,5.9246,0.796662,3.88815,5.9253,0.769907,3.8868,5.92387,0.807994,0.0393331,0.0217842,0.0393249,0.0217834,0.0391965,0.00497117,0.0402445,0.0331157
1.5,4.26945,6.34665,0.773827,4.33043,6.37572,0.785887,4.33043,6.37574,0.78589,4.34425,6.36821,0.769929,4.32817,6.37758,0.78919,0.0675568,0.0120603,0.0675672,0.0120635,0.0778487,0.00389778,0.0663676,0.0153633
2,4.68546,6.75315,0.837282,4.81253,6.88259,0.835945,4.81251,6.88262,0.835963,4.83752,6.86712,0.821489,4.80682,6.88512,0.830966,0.181388,0.00133683,0.181401,0.00131909,0.190036,0.0157925,0.17929,0.00631532
2.5,5.07859,7.18934,0.897301,5.24427,7.37955,0.88876,5.24422,7.37956,0.888779,5.2805,7.35676,0.871267,5.23918,7.3802,0.877296,0.252247,0.00854096,0.252223,0.00852218,0.26229,0.0260335,0.249432,0.0200044
3,5.42769,7.62684,0.846793,5.62229,7.84142,0.883387,5.62226,7.84146,0.883393,5.66999,7.81188,0.845994,5.62112,7.83959,0.881661,0.289671,0.0365942,0.289682,0.0365997,0.304874,0.000799235,0.28753,0.034868
3.5,5.83024,8.08213,0.847915,6.01495,8.31376,0.878502,6.01496,8.31385,0.878506,6.08107,8.27185,0.835312,6.01307,8.31277,0.883408,0.296265,0.030587,0.296339,0.0305917,0.314495,0.012603,0.29432,0.0354937
4,6.22707,8.53195,0.754675,6.44179,8.76361,0.800765,6.44211,8.76408,0.80079,6.51052,8.72152,0.747036,6.42929,8.7746,0.847417,0.315856,0.0460901,0.316423,0.0461146,0.340996,0.00763933,0.315858,0.092742
4.5,6.63962,8.9199,0.707243,6.94112,9.1317,0.630398,6.94144,9.13199,0.630394,6.97488,9.11925,0.625328,6.93986,9.14494,0.696057,0.368454,0.0768452,0.368887,0.0768496,0.390055,0.0819159,0.375213,0.011186
