time,x_true,y_true,yaw_true,hmkf_x,hmkf_y,hmkf_yaw,mkf_x,mkf_y,mkf_yaw,ekf_x,ekf_y,ekf_yaw,ukf_x,ukf_y,ukf_yaw,hmkf_xy_error,hmkf_yaw_error,mkf_xy_error,mkf_yaw_error,ekf_xy_error,ekf_yaw_error,ukf_xy_error,ukf_yaw_error
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,3.50099,5.50099,0.765272,3.44033,5.44193,0.786282,3.44034,5.44193,0.786283,3.4389,5.44383,0.778592,3.4403,5.44196,0.78624,0.0846631,0.0210103,0.0846578,0.021011,0.084396,0.01332,0.0846636,0.0209681
1,3.871,5.8564,0.719545,3.90143,5.89942,0.713998,3.90145,5.89946,0.714006,3.90382,5.89957,0.700452,3.90183,5.89835,0.713599,0.0527003,0.00554663,0.0527422,0.00553871,0.0542307,0.0190928,0.0520645,0.00594613
1.5,4.30157,6.23369,0.768381,4.36116,6.30243,0.749106,4.36118,6.30247,0.749106,4.37098,6.29734,0.738835,4.36123,6.30217,0.750089,0.0909703,0.0192749,0.0910089,0.0192743,0.0941748,0.0295461,0.0908169,0.0182914
2,4.74286,6.66021,0.72775,4.80792,6.71667,0.756482,4.80794,6.7167,0.75648,4.82364,6.70822,0.744906,4.80772,6.71711,0.75766,0.0861435,0.0287323,0.0861783,0.0287302,0.093972,0.0171557,0.0862755,0.0299098
2.5,5.2414,7.10435,0.696361,5.26538,7.11661,0.662666,5.26542,7.11666,0.662666,5.28441,7.10719,0.645288,5.26639,7.11683,0.667532,0.0269245,0.0336947,0.026989,0.0336947,0.0430962,0.0510735,0.0279241,0.0288292
3,5.68857,7.47822,0.624929,5.73952,7.4653,0.615835,5.73957,7.46533,0.615831,5.76399,7.45203,0.60243,5.741,7.4659,0.617736,0.0525661,0.0090941,0.0526055,0.00909826,0.0798378,0.0224997,0.0538636,0.00719372
3.5,6.22145,7.86263,0.623325,6.27324,7.84653,0.611934,6.27329,7.84657,0.611935,6.30394,7.82828,0.601024,6.274,7.84693,0.610833,0.0542373,0.0113917,0.0542652,0.0113906,0.0893573,0.0223008,0.0548456,0.0124922
4,6.66049,8.17827,0.606332,6.76859,8.17573,0.566168,6.76864,8.17575,0.566166,6.80343,8.15511,0.553592,6.77043,8.17551,0.565973,0.108136,0.0401634,0.108182,0.0401655,0.144806,0.0527394,0.109978,0.0403582
4.5,7.23414,8.57608,0.609116,7.31182,8.52156,0.558997,7.31186,8.52159,0.558997,7.35236,8.4961,0.547724,7.31354,8.5208,0.55789,0.094906,0.0501193,0.0949208,0.0501191,0.142738,0.061392,0.0967491,0.0512267
5,7.84638,9.00318,0.460585,7.96255,8.90122,0.368759,7.96257,8.90131,0.368772,8.00542,8.87449,0.351825,7.96369,8.89711,0.360997,0.154574,0.0918251,0.15453,0.0918125,0.204585,0.108759,0.158157,0.0995873
5.5,8.49952,9.32726,0.515901,8.54009,9.14727,0.468856,8.54011,9.14737,0.468862,8.59029,9.11015,0.460056,8.54272,9.14103,0.470276,0.184504,0.047044,0.184407,0.0470385,0.235316,0.0558445,0.191174,0.0456249
6,9.05247,9.64085,0.508267,9.1088,9.44221,0.489774,9.10881,9.44232,0.489779,9.16382,9.40064,0.479989,9.11104,9.43626,0.489702,0.206468,0.018493,0.206366,0.0184876,0.264758,0.0282781,0.212806,0.0185647
6.5,9.56385,9.92573,0.457509,9.61634,9.69854,0.472286,9.61636,9.69863,0.472288,9.67546,9.65406,0.460568,9.61937,9.69327,0.47299,0.233181,0.0147771,0.233097,0.0147793,0.293705,0.0030598,0.238998,0.015481
7,10.1323,10.2056,0.509005,10.1454,9.96354,0.477022,10.1454,9.96362,0.477023,10.2095,9.91432,0.465175,10.1487,9.95893,0.47787,0.242402,0.0319828,0.242324,0.0319818,0.301338,0.0438299,0.247205,0.0311351
7.5,10.5748,10.4525,0.510473,10.7192,10.2613,0.474419,10.7192,10.2614,0.474422,10.7887,10.2064,0.461632,10.7221,10.2566,0.473365,0.239659,0.0360547,0.239602,0.0360511,0.326118,0.0488414,0.24513,0.0371086
8,11.1449,10.7718,0.49731,11.2566,10.5373,0.489759,11.2566,10.5374,0.489762,11.3318,10.4765,0.476965,11.2601,10.5324,0.489875,0.259771,0.00755042,0.259708,0.00754837,0.349455,0.0203448,0.265612,0.0074346
8.5,11.6844,11.0647,0.486081,11.8022,10.826,0.489143,11.8022,10.8261,0.489145,11.883,10.7595,0.474966,11.8058,10.8213,0.489039,0.266105,0.00306233,0.266045,0.00306455,0.364099,0.0111142,0.271968,0.00295836
9,12.1382,11.3044,0.484944,12.3405,11.099,0.44757,12.3405,11.0991,0.447572,12.4263,11.0275,0.431413,12.3446,11.094,0.447726,0.288286,0.0373746,0.288254,0.0373725,0.39959,0.0535318,0.29478,0.0372187
9.5,12.702,11.6015,0.529683,12.9028,11.3849,0.514213,12.9028,11.385,0.514215,12.9963,11.3034,0.500778,12.9063,11.3809,0.515042,0.295297,0.0154701,0.295259,0.0154686,0.418833,0.0289049,0.300689,0.0146411
10,13.1439,11.8602,0.496803,13.4435,11.6885,0.512321,13.4435,11.6885,0.512323,13.5432,11.6005,0.495354,13.447,11.6847,0.512652,0.345366,0.0155181,0.345351,0.01552,0.476312,0.00144951,0.350235,0.0158484
10.5,13.7618,12.1952,0.554921,13.9513,11.9772,0.53342,13.9514,11.9773,0.53342,14.0583,11.8812,0.516071,13.9549,11.9744,0.534831,0.288881,0.0215007,0.288857,0.0215011,0.431904,0.0388498,0.293348,0.0200894
11,14.3911,12.5853,0.555659,14.4869,12.3048,0.579327,14.4869,12.3048,0.579327,14.6027,12.1984,0.561164,14.4894,12.3032,0.577601,0.296418,0.0236676,0.296376,0.0236677,0.441052,0.00550426,0.298796,0.0219421
11.5,14.9432,12.9281,0.58342,15.012,12.6481,0.584006,15.0121,12.6481,0.584007,15.1366,12.5322,0.559343,15.0149,12.6458,0.583407,0.288386,0.00058561,0.288339,0.000586843,0.440671,0.024077,0.291328,1.24969e-05
12,15.4658,13.273,0.556448,15.5848,13.0255,0.596638,15.5847,13.0255,0.596646,15.7212,12.8952,0.568403,15.5871,13.0218,0.591862,0.274699,0.0401909,0.274629,0.0401979,0.456031,0.0119557,0.279018,0.0354147
