time,x_true,y_true,yaw_true,hmkf_x,hmkf_y,hmkf_yaw,mkf_x,mkf_y,mkf_yaw,ekf_x,ekf_y,ekf_yaw,ukf_x,ukf_y,ukf_yaw,hmkf_xy_error,hmkf_yaw_error,mkf_xy_error,mkf_yaw_error,ekf_xy_error,ekf_yaw_error,ukf_xy_error,ukf_yaw_error
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,3.52273,5.52273,0.687374,3.42994,5.44639,0.749831,3.42997,5.44643,0.749832,3.42757,5.44863,0.73893,3.42981,5.44656,0.750084,0.120149,0.0624567,0.120099,0.0624582,0.120606,0.0515558,0.120148,0.0627099
1,3.94238,5.86723,0.705994,3.88217,5.86021,0.705828,3.8822,5.86026,0.705828,3.88506,5.85947,0.695374,3.88248,5.86023,0.706209,0.0606235,0.000166601,0.0605792,0.000166777,0.0578416,0.0106199,0.06031,0.000214243
1.5,4.32949,6.19728,0.642089,4.35151,6.25635,0.702752,4.35155,6.2564,0.70275,4.35969,6.25246,0.693322,4.35188,6.2566,0.7032,0.0630454,0.0606622,0.0631042,0.0606605,0.0629086,0.0512325,0.0634023,0.0611102
2,4.85349,6.58913,0.661486,4.87328,6.68421,0.623877,4.87332,6.68427,0.623887,4.88488,6.67879,0.611321,4.87397,6.68257,0.620748,0.0971205,0.0376088,0.0971912,0.037599,0.0949988,0.050165,0.0956629,0.0407378
2.5,5.30465,6.94035,0.767233,5.37933,7.07641,0.723625,5.37936,7.07648,0.723629,5.3996,7.06369,0.715602,5.37984,7.07492,0.724236,0.155206,0.0436083,0.155286,0.043604,0.155655,0.0516314,0.154154,0.0429979
3,5.84089,7.45745,0.824564,5.80739,7.46416,0.773209,5.80742,7.46421,0.773205,5.83356,7.44825,0.764413,5.80797,7.46366,0.774424,0.03416,0.0513551,0.0341448,0.0513591,0.0117608,0.0601508,0.0334986,0.0501397
3.5,6.18223,7.82663,0.84882,6.23819,7.89866,0.822046,6.23819,7.89867,0.822041,6.27173,7.87834,0.809927,6.23816,7.89838,0.818238,0.0912033,0.0267738,0.091214,0.0267796,0.103364,0.0388927,0.090969,0.0305825
4,6.57854,8.27669,0.854448,6.66656,8.37129,0.859399,6.66651,8.37124,0.859397,6.71032,8.34434,0.839774,6.6683,8.36813,0.845987,0.129211,0.00495108,0.129147,0.00494962,0.148132,0.0146739,0.128136,0.00846046
4.5,7.04976,8.81794,0.994879,7.13326,8.86983,0.798853,7.1336,8.87031,0.798895,7.19741,8.82699,0.648442,7.13681,8.86632,0.816602,0.0983125,0.196025,0.0988504,0.195983,0.14793,0.346436,0.099594,0.178277
5,7.35213,9.28359,0.985062,7.55216,9.30867,0.814113,7.55244,9.30909,0.814125,7.67766,9.20381,0.717054,7.54965,9.31057,0.825527,0.201594,0.170949,0.201926,0.170938,0.335162,0.268009,0.199351,0.159535
5.5,7.69736,9.80398,1.00197,7.96505,9.7634,0.839962,7.9653,9.76379,0.839963,8.1383,9.61571,0.765701,7.95703,9.76839,0.843004,0.27075,0.162008,0.270944,0.162006,0.47946,0.236269,0.262102,0.158965
6,8.09445,10.4251,0.994939,8.36652,10.215,0.847303,8.36678,10.2154,0.847291,8.57489,10.0383,0.779029,8.35343,10.2228,0.853235,0.34374,0.147636,0.343733,0.147648,0.616815,0.21591,0.328633,0.141704
6.5,8.45129,10.9747,1.0664,8.87119,10.6622,0.735826,8.87278,10.6642,0.735941,9.08143,10.4844,0.584233,8.83595,10.7001,0.820425,0.523459,0.330572,0.523493,0.330457,0.798408,0.482165,0.472611,0.245973
7,8.7585,11.5312,1.10222,9.48205,11.0925,0.627251,9.48351,11.0947,0.627378,9.68684,10.9104,0.623355,9.46579,11.1334,0.713066,0.846149,0.474969,0.846256,0.474842,1.11681,0.478865,0.811501,0.389154
7.5,9.04045,12.0882,1.17989,9.9763,11.481,0.667486,9.9779,11.4835,0.667538,10.1994,11.2834,0.643734,9.95323,11.5314,0.706688,1.11558,0.512405,1.1156,0.512353,1.41101,0.536157,1.0692,0.473203
8,9.31424,12.7526,1.17756,10.4595,11.8369,0.628502,10.4609,11.8392,0.628541,10.6872,11.636,0.597017,10.4707,11.852,0.647517,1.46629,0.549055,1.46603,0.549016,1.76972,0.58054,1.46576,0.53004
8.5,9.56179,13.3493,1.27338,10.9039,12.1207,0.561629,10.9055,12.1226,0.561659,11.1364,11.9155,0.53047,10.9532,12.0935,0.571667,1.81959,0.711748,1.8194,0.711719,2.12958,0.742907,1.87434,0.70171
9,9.72871,13.8939,1.33766,11.4467,12.4408,0.488319,11.4482,12.4427,0.488355,11.6875,12.225,0.459835,11.5171,12.3859,0.480776,2.25013,0.849344,2.24999,0.849308,2.57337,0.877828,2.33934,0.856887
9.5,9.8906,14.5757,1.36884,12.0227,12.738,0.436436,12.024,12.7399,0.436474,12.2724,12.5094,0.409719,12.0989,12.6726,0.427975,2.81478,0.932406,2.81451,0.932369,3.15318,0.959124,2.91518,0.940868
10,9.99693,15.095,1.32369,12.5639,12.9895,0.470197,12.5652,12.9914,0.470213,12.8224,12.7479,0.445741,12.6423,12.9201,0.464952,3.32002,0.853493,3.31986,0.853477,3.6732,0.877948,3.42466,0.858737
10.5,10.1402,15.6631,1.42433,13.0832,13.2246,0.406267,13.0846,13.2264,0.406294,13.3478,12.9745,0.378922,13.1649,13.1506,0.39994,3.82194,1.01807,3.8219,1.01804,4.18538,1.04541,3.93207,1.02439
11,10.2182,16.1918,1.47434,13.6434,13.4421,0.335325,13.6447,13.4438,0.335357,13.9146,13.1808,0.30817,13.727,13.3638,0.326898,4.3923,1.13901,4.39232,1.13898,4.76753,1.16617,4.50658,1.14744
11.5,10.2677,16.7028,1.4671,14.1988,13.6166,0.316687,14.2002,13.6182,0.316707,14.4759,13.3433,0.291198,14.2852,13.5326,0.309385,4.99776,1.15042,4.99789,1.1504,5.3847,1.1759,5.11763,1.15772
12,10.3389,17.3874,1.47431,14.7846,13.8122,0.350104,14.7859,13.8137,0.350109,15.0687,13.5248,0.326803,14.8726,13.7235,0.344801,5.70489,1.12421,5.70499,1.12421,6.10656,1.14751,5.82911,1.12951
12.5,10.3978,17.9956,1.45218,15.3519,14.0141,0.3597,15.3532,14.0156,0.359705,15.6425,13.715,0.335758,15.4417,13.9217,0.354287,6.35572,1.09248,6.35587,1.09248,6.76981,1.11642,6.48368,1.0979
13,10.4604,18.5207,1.49875,16.0462,14.276,0.232865,16.0474,14.2777,0.232917,16.3453,13.9612,0.203227,16.133,14.183,0.21946,7.01569,1.26589,7.01557,1.26584,7.44461,1.29553,7.14106,1.27929
13.5,10.5086,19.1885,1.60227,16.6872,14.4339,0.207507,16.6882,14.4357,0.207545,16.9927,14.1023,0.182726,16.7743,14.3347,0.199136,7.79629,1.39477,7.79602,1.39473,8.24095,1.41955,7.92586,1.40314
14,10.4855,19.9217,1.63598,17.2384,14.521,0.191573,17.2395,14.5226,0.191603,17.5472,14.179,0.166966,17.3285,14.4157,0.184251,8.64694,1.4444,8.64677,1.44437,9.10201,1.46901,8.78304,1.45173
14.5,10.4378,20.6527,1.64997,17.838,14.6218,0.148569,17.8391,14.6235,0.148602,18.1509,14.2676,0.123422,17.929,14.5125,0.140106,9.5465,1.5014,9.54633,1.50137,10.0131,1.52655,9.68614,1.50986
15,10.3919,21.2303,1.68437,18.4217,14.6922,0.139978,18.4228,14.6937,0.140004,18.7379,14.3255,0.115786,18.5143,14.5773,0.13266,10.3549,1.54439,10.3548,1.54436,10.832,1.56858,10.4994,1.55171
15.5,10.3187,21.8726,1.72733,19.0186,14.7505,0.0612795,19.0197,14.752,0.0613141,19.3377,14.3727,0.0352856,19.112,14.6318,0.0511139,11.2433,1.66605,11.2432,1.66602,11.7299,1.69205,11.3909,1.67622
16,10.2036,22.6016,1.74703,19.6522,14.7918,0.0543358,19.6533,14.7933,0.0543636,19.9744,14.3988,0.030832,19.7456,14.6675,0.0466338,12.2585,1.6927,12.2583,1.69267,12.7576,1.7162,12.4096,1.7004
16.5,10.09,23.2394,1.76162,20.2936,14.8282,0.0276342,20.2946,14.8297,0.027666,20.6187,14.4211,0.00386865,20.3864,14.7,0.0194158,13.2235,1.73399,13.2233,1.73396,13.7337,1.75775,13.3768,1.74221
17,9.97734,23.8228,1.72771,20.889,14.8344,0.045995,20.8901,14.8359,0.0460195,21.2161,14.4145,0.0234496,20.9829,14.7006,0.0398205,14.137,1.68172,14.1369,1.68169,14.6569,1.70426,14.2946,1.68789
17.5,9.88171,24.4272,1.80891,21.5233,14.8462,-0.0596951,21.5243,14.8477,-0.0596528,21.8525,14.4146,-0.0860713,21.6165,14.7102,-0.071435,15.0772,1.8686,15.077,1.86856,15.6062,1.89498,15.2357,1.88034
18,9.71391,25.1186,1.70055,22.1564,14.8363,0.0693717,22.1574,14.8379,0.0693885,22.4874,14.3864,0.0499852,22.2497,14.6924,0.0677149,16.1413,1.63118,16.1411,1.63116,16.6836,1.65057,16.305,1.63284
18.5,9.6241,25.8068,1.83224,22.7656,14.8529,-0.0282387,22.7666,14.8545,-0.0281993,23.0987,14.3937,-0.0544471,22.8593,14.7082,-0.0384156,17.1081,1.86048,17.1079,1.86044,17.6585,1.88669,17.2728,1.87066
